0, 1.0, 0.1037037037037037
1, 1.0, 0.16296296296296298
2, 1.0, 0.3037037037037037
3, 0.996969696969697, 0.5296296296296297
4, 0.99375, 0.6518518518518519
5, 1.0, 0.737037037037037
6, 1.0, 0.7444444444444445
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 1.0, 0.3111111111111111
3, 1.0, 0.5407407407407407
4, 0.99375, 0.6777777777777778
5, 1.0, 0.7333333333333333
6, 1.0, 0.7296296296296296
0, 1.0, 0.1037037037037037
1, 1.0, 0.16666666666666666
2, 1.0, 0.3074074074074074
3, 0.9939393939393939, 0.5555555555555556
4, 1.0, 0.6962962962962963
5, 0.9916666666666667, 0.7777777777777778
6, 0.9875, 0.7666666666666667
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 1.0, 0.3037037037037037
3, 0.996969696969697, 0.5555555555555556
4, 1.0, 0.6925925925925925
5, 0.9916666666666667, 0.7777777777777778
6, 0.9875, 0.774074074074074
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 1.0, 0.3037037037037037
3, 0.996969696969697, 0.5370370370370371
4, 1.0, 0.6888888888888889
5, 0.9916666666666667, 0.7703703703703704
6, 0.9875, 0.7666666666666667
0, 1.0, 0.1037037037037037
1, 1.0, 0.16666666666666666
2, 1.0, 0.3148148148148148
3, 0.9939393939393939, 0.5407407407407407
4, 0.99375, 0.6666666666666666
5, 1.0, 0.7592592592592593
6, 1.0, 0.7592592592592593
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 0.99375, 0.3111111111111111
3, 0.990909090909091, 0.5370370370370371
4, 0.9875, 0.6777777777777778
5, 1.0, 0.7703703703703704
6, 1.0, 0.762962962962963
