0, 1.0, 0.1037037037037037
1, 1.0, 0.17407407407407408
2, 1.0, 0.3074074074074074
3, 1.0, 0.5481481481481482
4, 1.0, 0.662962962962963
5, 1.0, 0.7037037037037037
6, 0.9875, 0.725925925925926
0, 1.0, 0.1037037037037037
1, 1.0, 0.17407407407407408
2, 1.0, 0.3
3, 1.0, 0.5444444444444444
4, 0.9875, 0.6666666666666666
5, 0.9833333333333333, 0.7481481481481481
6, 1.0, 0.7444444444444445
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 1.0, 0.3074074074074074
3, 1.0, 0.5481481481481482
4, 1.0, 0.6703703703703704
5, 0.9916666666666667, 0.7407407407407407
6, 0.9875, 0.7555555555555555
0, 1.0, 0.1037037037037037
1, 1.0, 0.17037037037037037
2, 1.0, 0.3074074074074074
3, 1.0, 0.5518518518518518
4, 0.9875, 0.674074074074074
5, 0.9916666666666667, 0.725925925925926
6, 1.0, 0.7481481481481481
0, 1.0, 0.1037037037037037
1, 1.0, 0.16666666666666666
2, 0.99375, 0.28888888888888886
3, 1.0, 0.5518518518518518
4, 0.99375, 0.6777777777777778
5, 1.0, 0.7296296296296296
6, 0.9875, 0.737037037037037
