shard-first_2-second_None number of prarams 812313
epoch | train_acc | test_acc |
0, 0.5285714285714286, 0.7777777777777778
1, 0.8775510204081632, 0.7666666666666667
2, 0.9612244897959183, 0.7777777777777778
3, 0.9775510204081632, 0.7814814814814814
4, 0.9897959183673469, 0.7851851851851852
5, 0.9897959183673469, 0.7851851851851852
6, 0.9897959183673469, 0.774074074074074
7, 0.9918367346938776, 0.7814814814814814
8, 0.9938775510204082, 0.7888888888888889
9, 0.9959183673469387, 0.7888888888888889
10, 0.9959183673469387, 0.7851851851851852
11, 0.9938775510204082, 0.7777777777777778
12, 0.9979591836734694, 0.7851851851851852
13, 0.9979591836734694, 0.7851851851851852
14, 0.9979591836734694, 0.7851851851851852
15, 0.9979591836734694, 0.7851851851851852
16, 0.9979591836734694, 0.7851851851851852
16, 0.9979591836734694, 0.7888888888888889
